ID_Venda,Data_Venda,Produto,Categoria,Quantidade,Preço_Unitário,Vendedor,Região
2825,2025-06-04,Teclado Mecânico,Informática,3,715.33,Maria,Sudeste
2826,2025-08-31,Impressora,Periféricos,2,166.91,João,Sudeste
2827,2025-09-25,Mouse Gamer,Informática,2,1417.9,Carlos,Sudeste
2828,2025-06-28,Cadeira Office,Móveis,3,1313.79,João,Centro-Oeste
2829,2025-01-05,SSD 1TB,Informática,1,133.8,Carlos,Sul
2830,2025-09-06,Fone de Ouvido,Periféricos,2,1131.99,Maria,Centro-Oeste
2831,2025-05-20,Cadeira Office,Móveis,2,927.71,Carlos,Norte
2832,2025-05-01,Roteador Wi-Fi,Informática,4,72.83,Pedro,Sul
2833,2025-07-16,Webcam Full HD,Periféricos,3,816.25,Ana,Sul
2834,2025-06-04,Mesa de Escritório,Móveis,3,203.21,Carlos,Sul
2835,2025-04-09,Teclado Mecânico,Informática,3,344.79,Pedro,Centro-Oeste
2836,2025-09-09,Impressora,Periféricos,4,1063.9,Maria,Nordeste
2837,2025-02-19,Roteador Wi-Fi,Informática,1,724.8,Paula,Sul
2838,2025-12-17,Teclado Mecânico,Informática,4,872.01,Paula,Sul
2839,2025-07-02,Cadeira Office,Móveis,4,162.74,Maria,Nordeste
2840,2025-09-15,Fone de Ouvido,Periféricos,2,409.41,Fernando,Norte
2841,2025-10-13,Teclado Mecânico,Informática,3,456.08,João,Sul
2842,2025-02-28,SSD 1TB,Informática,4,1216.1,Maria,Centro-Oeste
2843,2025-04-01,"Monitor 24""",Informática,2,640.65,Juliana,Centro-Oeste
2844,2025-07-19,Mouse Gamer,Informática,1,1360.53,Maria,Sul
2845,2025-06-25,Fone de Ouvido,Periféricos,1,478.1,Ana,Nordeste
2846,2025-01-01,Roteador Wi-Fi,Informática,3,179.79,Paula,Nordeste
2847,2025-04-07,Mesa de Escritório,Móveis,2,554.3,Carlos,Norte
2848,2025-10-27,Mouse Gamer,Informática,4,665.25,Fernando,Sul
2849,2025-01-30,Teclado Mecânico,Informática,1,988.6,Pedro,Centro-Oeste
2850,2025-05-10,Mouse Gamer,Informática,1,999.01,Maria,Centro-Oeste
2851,2025-09-13,SSD 1TB,Informática,3,1266.1,João,Nordeste
2852,2025-11-28,Roteador Wi-Fi,Informática,2,73.76,Paula,Sul
2853,2025-10-18,Mesa de Escritório,Móveis,2,1488.93,Fernando,Centro-Oeste
2854,2025-04-08,Teclado Mecânico,Informática,2,1341.17,Fernando,Norte
2855,2025-06-13,Mesa de Escritório,Móveis,1,1046.46,Juliana,Sudeste
2856,2025-04-11,Fone de Ouvido,Periféricos,3,254.23,João,Sudeste
2857,2025-08-15,Fone de Ouvido,Periféricos,1,891.08,Maria,Nordeste
2858,2025-05-01,SSD 1TB,Informática,2,119.29,Maria,Nordeste
2859,2025-10-06,Webcam Full HD,Periféricos,1,150.92,Ana,Nordeste
2860,2025-02-11,"Monitor 24""",Informática,3,242.32,Fernando,Sudeste
2861,2025-06-29,Impressora,Periféricos,3,383.26,Paula,Norte
2862,2025-03-13,Webcam Full HD,Periféricos,2,415.85,Ana,Norte
2863,2025-10-24,Cadeira Office,Móveis,4,191.26,Maria,Sul
2864,2025-07-25,Fone de Ouvido,Periféricos,2,458.62,Fernando,Norte
2865,2025-06-13,"Monitor 24""",Informática,4,529.36,Carlos,Sul
2866,2025-10-20,Mouse Gamer,Informática,1,1267.0,Fernando,Norte
2867,2025-04-16,SSD 1TB,Informática,4,636.52,Paula,Sul
2868,2025-05-29,Roteador Wi-Fi,Informática,4,1482.31,Ana,Sul
2869,2025-10-21,Mouse Gamer,Informática,3,1057.23,Maria,Centro-Oeste
2870,2025-09-30,Teclado Mecânico,Informática,1,1094.93,Maria,Norte
2871,2025-05-29,Fone de Ouvido,Periféricos,4,833.43,Paula,Nordeste
2872,2025-06-01,Mouse Gamer,Informática,2,725.56,Paula,Sudeste
2873,2025-07-26,SSD 1TB,Informática,2,1068.05,Pedro,Norte
2874,2025-02-19,Impressora,Periféricos,3,909.77,João,Sudeste
2875,2025-07-29,Teclado Mecânico,Informática,4,501.75,Fernando,Norte
2876,2025-01-19,Mesa de Escritório,Móveis,1,186.96,Carlos,Sul
2877,2025-11-25,Mouse Gamer,Informática,3,751.85,Juliana,Nordeste
2878,2025-04-25,Mesa de Escritório,Móveis,1,1339.68,Ana,Centro-Oeste
2879,2025-11-17,Roteador Wi-Fi,Informática,4,581.49,Paula,Sul
2880,2025-08-13,Cadeira Office,Móveis,3,532.53,Paula,Sudeste
2881,2025-09-09,Webcam Full HD,Periféricos,2,1416.42,Fernando,Centro-Oeste
2882,2025-05-07,Webcam Full HD,Periféricos,4,629.37,Carlos,Norte
2883,2025-12-14,Webcam Full HD,Periféricos,2,206.25,Maria,Sul
2884,2025-11-08,Mesa de Escritório,Móveis,3,1142.1,Maria,Sudeste
2885,2025-10-28,Cadeira Office,Móveis,3,162.22,João,Nordeste
2886,2025-10-13,Mouse Gamer,Informática,2,249.89,Pedro,Sul
2887,2025-05-13,SSD 1TB,Informática,2,1485.01,Juliana,Sudeste
2888,2025-07-14,Cadeira Office,Móveis,1,1126.07,Carlos,Sul
2889,2025-09-09,Mouse Gamer,Informática,1,1350.68,Fernando,Nordeste
2890,2025-08-17,Webcam Full HD,Periféricos,1,633.41,Pedro,Sul
2891,2025-05-07,SSD 1TB,Informática,1,549.18,Paula,Nordeste
2892,2025-08-17,"Monitor 24""",Informática,2,504.26,Fernando,Sul
2893,2025-10-27,Mesa de Escritório,Móveis,2,689.63,Paula,Sudeste
2894,2025-07-29,Mesa de Escritório,Móveis,1,864.57,Pedro,Sudeste
2895,2025-11-09,"Monitor 24""",Informática,4,660.37,João,Centro-Oeste
2896,2025-02-14,Webcam Full HD,Periféricos,4,94.86,Pedro,Centro-Oeste
2897,2025-05-29,Mouse Gamer,Informática,3,1147.95,Carlos,Sul
2898,2025-05-08,Impressora,Periféricos,4,652.38,Fernando,Norte
2899,2025-10-13,Mouse Gamer,Informática,3,136.35,João,Norte
2900,2025-11-11,Teclado Mecânico,Informática,1,355.05,Paula,Nordeste
2901,2025-11-18,Roteador Wi-Fi,Informática,2,1041.69,Pedro,Nordeste
2902,2025-06-26,Teclado Mecânico,Informática,1,127.13,Fernando,Centro-Oeste
2903,2025-11-19,Impressora,Periféricos,1,899.57,Pedro,Sudeste
2904,2025-06-28,SSD 1TB,Informática,2,1014.14,Pedro,Nordeste
2905,2025-05-30,Fone de Ouvido,Periféricos,4,1057.09,Maria,Sudeste
2906,2025-11-26,Webcam Full HD,Periféricos,2,619.33,Maria,Norte
2907,2025-03-17,Roteador Wi-Fi,Informática,1,651.03,Fernando,Centro-Oeste
2908,2025-10-09,SSD 1TB,Informática,3,1422.53,Pedro,Centro-Oeste
2909,2025-04-17,Roteador Wi-Fi,Informática,3,687.03,Ana,Sudeste
2910,2025-04-20,Webcam Full HD,Periféricos,2,78.48,João,Centro-Oeste
2911,2025-05-06,Impressora,Periféricos,1,627.34,Fernando,Sul
2912,2025-12-13,Teclado Mecânico,Informática,2,483.71,Carlos,Norte
2913,2025-06-22,Teclado Mecânico,Informática,1,314.51,Paula,Sudeste
2914,2025-12-09,Teclado Mecânico,Informática,2,1415.39,Carlos,Centro-Oeste
2915,2025-10-21,Mesa de Escritório,Móveis,4,540.51,Paula,Centro-Oeste
2916,2025-02-11,Impressora,Periféricos,4,861.56,João,Sudeste
2917,2025-02-06,Impressora,Periféricos,4,602.56,Pedro,Sul
2918,2025-06-17,Teclado Mecânico,Informática,1,1089.76,Ana,Norte
2919,2025-12-30,Mouse Gamer,Informática,1,1016.01,Juliana,Sul
2920,2025-09-12,Impressora,Periféricos,1,825.12,João,Sul
2921,2025-12-12,Impressora,Periféricos,1,1203.26,Pedro,Nordeste
2922,2025-08-15,"Monitor 24""",Informática,4,1176.6,Paula,Norte
2923,2025-11-19,Roteador Wi-Fi,Informática,2,761.96,Paula,Nordeste
2924,2025-07-16,Mesa de Escritório,Móveis,3,745.39,Juliana,Sul
2925,2025-01-01,SSD 1TB,Informática,2,1375.92,Paula,Sudeste
2926,2025-03-10,Teclado Mecânico,Informática,2,441.51,Maria,Sul
2927,2025-05-06,SSD 1TB,Informática,2,344.36,Carlos,Nordeste
2928,2025-06-27,Roteador Wi-Fi,Informática,1,270.73,Maria,Sul
2929,2025-12-31,Cadeira Office,Móveis,4,204.41,Paula,Sul
2930,2025-02-27,Mouse Gamer,Informática,1,105.71,Carlos,Centro-Oeste
2931,2025-02-16,Mouse Gamer,Informática,4,815.13,João,Sul
2932,2025-06-28,Fone de Ouvido,Periféricos,3,864.7,Paula,Sul
2933,2025-01-15,Teclado Mecânico,Informática,4,1216.11,Maria,Nordeste
2934,2025-12-18,Roteador Wi-Fi,Informática,4,1400.98,Carlos,Centro-Oeste
2935,2025-11-15,Mesa de Escritório,Móveis,3,967.73,Juliana,Sudeste
2936,2025-10-10,Impressora,Periféricos,4,62.79,Carlos,Centro-Oeste
2937,2025-06-11,Mouse Gamer,Informática,4,628.51,João,Sul
2938,2025-06-30,Mouse Gamer,Informática,2,377.28,João,Nordeste
2939,2025-08-02,Mouse Gamer,Informática,1,1139.38,Juliana,Sudeste
2940,2025-11-08,Cadeira Office,Móveis,2,893.32,Carlos,Sudeste
2941,2025-08-01,Teclado Mecânico,Informática,2,1263.66,João,Sul
2942,2025-09-23,Mouse Gamer,Informática,1,1233.61,Paula,Sul
2943,2025-02-22,SSD 1TB,Informática,3,272.02,Juliana,Sudeste
2944,2025-10-21,Roteador Wi-Fi,Informática,4,880.19,Carlos,Sudeste
2945,2025-08-25,Cadeira Office,Móveis,2,272.51,Ana,Sul
2946,2025-11-26,Teclado Mecânico,Informática,1,736.34,João,Nordeste
2947,2025-01-15,Teclado Mecânico,Informática,1,397.43,Pedro,Nordeste
2948,2025-02-06,SSD 1TB,Informática,3,1330.74,João,Nordeste
2949,2025-07-29,Mouse Gamer,Informática,4,670.42,Paula,Centro-Oeste
2950,2025-10-06,Mouse Gamer,Informática,4,1246.08,Paula,Norte
2951,2025-06-13,Mesa de Escritório,Móveis,4,1008.28,Maria,Centro-Oeste
2952,2025-11-07,Impressora,Periféricos,4,792.28,Carlos,Sudeste
2953,2025-08-04,Roteador Wi-Fi,Informática,2,1097.2,Fernando,Sul
2954,2025-01-26,Webcam Full HD,Periféricos,1,1202.47,Carlos,Sul
2955,2025-02-27,Impressora,Periféricos,4,317.45,Maria,Sul
2956,2025-01-07,Teclado Mecânico,Informática,3,643.11,Ana,Nordeste
2957,2025-10-25,"Monitor 24""",Informática,3,1111.83,Juliana,Sul
2958,2025-07-24,Cadeira Office,Móveis,1,1030.6,João,Sudeste
2959,2025-12-27,Mesa de Escritório,Móveis,3,424.27,Carlos,Norte
2960,2025-09-17,SSD 1TB,Informática,1,922.35,Paula,Norte
2961,2025-07-07,Mouse Gamer,Informática,4,243.41,Ana,Nordeste
2962,2025-12-30,Fone de Ouvido,Periféricos,1,1020.7,João,Sudeste
2963,2025-12-31,Teclado Mecânico,Informática,1,853.62,Pedro,Centro-Oeste
2964,2025-08-03,Webcam Full HD,Periféricos,3,1193.83,Pedro,Centro-Oeste
2965,2025-01-21,"Monitor 24""",Informática,4,780.42,Maria,Nordeste
2966,2025-10-24,"Monitor 24""",Informática,4,641.92,João,Sul
2967,2025-07-18,"Monitor 24""",Informática,1,908.2,João,Nordeste
2968,2025-10-20,Mesa de Escritório,Móveis,4,297.38,Carlos,Sul
2969,2025-01-12,Webcam Full HD,Periféricos,4,1438.72,Carlos,Nordeste
2970,2025-03-19,"Monitor 24""",Informática,2,1349.71,Carlos,Norte
2971,2025-03-16,Roteador Wi-Fi,Informática,2,812.99,Carlos,Centro-Oeste
2972,2025-09-30,Webcam Full HD,Periféricos,2,619.21,Juliana,Sul
2973,2025-01-30,Fone de Ouvido,Periféricos,1,743.86,João,Nordeste
2974,2025-09-07,Fone de Ouvido,Periféricos,3,547.56,João,Norte
2975,2025-07-20,Mesa de Escritório,Móveis,1,1220.04,Ana,Sul
2976,2025-05-20,Mouse Gamer,Informática,4,1124.41,Pedro,Nordeste
2977,2025-07-02,Mouse Gamer,Informática,4,868.79,Paula,Nordeste
2978,2025-03-03,Fone de Ouvido,Periféricos,2,179.15,Paula,Sul
2979,2025-04-12,Teclado Mecânico,Informática,1,1422.8,Carlos,Sul
2980,2025-11-17,Roteador Wi-Fi,Informática,2,786.22,Pedro,Sul
2981,2025-03-03,Fone de Ouvido,Periféricos,1,1017.62,Paula,Sudeste
2982,2025-06-09,Teclado Mecânico,Informática,4,284.53,Ana,Sul
2983,2025-08-28,Impressora,Periféricos,3,605.7,Pedro,Sudeste
2984,2025-08-13,Webcam Full HD,Periféricos,2,653.13,João,Nordeste
2985,2025-11-02,"Monitor 24""",Informática,1,243.7,João,Sul
2986,2025-10-15,Impressora,Periféricos,1,1330.95,Ana,Norte
2987,2025-01-07,Fone de Ouvido,Periféricos,1,280.83,Ana,Sul
2988,2025-01-20,Fone de Ouvido,Periféricos,2,1477.83,Juliana,Nordeste
2989,2025-06-23,Mesa de Escritório,Móveis,4,596.42,Maria,Sudeste
2990,2025-05-31,Mesa de Escritório,Móveis,2,292.06,Paula,Sudeste
2991,2025-03-17,SSD 1TB,Informática,3,255.43,Carlos,Sul
2992,2025-05-11,Teclado Mecânico,Informática,3,811.61,Juliana,Nordeste
2993,2025-11-18,Mouse Gamer,Informática,1,733.23,Pedro,Norte
2994,2025-06-29,"Monitor 24""",Informática,3,64.82,Paula,Norte
2995,2025-04-21,Cadeira Office,Móveis,2,376.98,Maria,Norte
2996,2025-02-08,Mouse Gamer,Informática,3,1061.71,Juliana,Norte
2997,2025-05-27,Webcam Full HD,Periféricos,3,746.7,Pedro,Sudeste
2998,2025-01-26,Mesa de Escritório,Móveis,3,334.96,Juliana,Sul
2999,2025-06-05,Cadeira Office,Móveis,3,1007.99,Juliana,Centro-Oeste
3000,2025-08-30,Roteador Wi-Fi,Informática,3,1437.87,Carlos,Nordeste
3001,2025-07-08,Mouse Gamer,Informática,4,613.02,João,Sul
3002,2025-11-19,Fone de Ouvido,Periféricos,4,1120.0,Paula,Norte
3003,2025-11-17,Teclado Mecânico,Informática,2,53.35,Pedro,Sul
3004,2025-06-09,Webcam Full HD,Periféricos,2,930.49,Pedro,Nordeste
3005,2025-05-03,"Monitor 24""",Informática,4,920.6,Carlos,Sul
3006,2025-04-09,Cadeira Office,Móveis,2,988.7,Paula,Sul
3007,2025-06-17,Mouse Gamer,Informática,3,1383.28,Maria,Sul
3008,2025-10-16,Mouse Gamer,Informática,2,1089.58,Ana,Sudeste
3009,2025-11-22,Mouse Gamer,Informática,2,565.41,Paula,Sudeste
3010,2025-06-04,Mouse Gamer,Informática,1,1010.84,Pedro,Sul
3011,2025-05-27,Impressora,Periféricos,4,1275.16,Carlos,Sudeste
3012,2025-09-28,Cadeira Office,Móveis,2,831.13,João,Sudeste
3013,2025-03-20,Roteador Wi-Fi,Informática,1,126.05,Paula,Centro-Oeste
3014,2025-10-14,Cadeira Office,Móveis,1,1258.42,Pedro,Nordeste
3015,2025-08-17,Fone de Ouvido,Periféricos,1,803.43,Maria,Sul
3016,2025-04-24,Fone de Ouvido,Periféricos,4,488.05,João,Sudeste
3017,2025-05-24,SSD 1TB,Informática,1,1241.83,Paula,Nordeste
3018,2025-02-26,Mouse Gamer,Informática,4,1409.15,Maria,Centro-Oeste
3019,2025-04-18,Mesa de Escritório,Móveis,1,1134.3,Fernando,Nordeste
3020,2025-11-21,SSD 1TB,Informática,4,543.22,Fernando,Sul
3021,2025-04-15,Webcam Full HD,Periféricos,1,435.27,João,Norte
3022,2025-09-06,Mouse Gamer,Informática,1,1244.15,Maria,Norte
3023,2025-02-09,"Monitor 24""",Informática,1,178.8,Juliana,Sul
3024,2025-11-26,Mesa de Escritório,Móveis,2,214.71,Juliana,Sudeste
3025,2025-03-02,Fone de Ouvido,Periféricos,1,1332.78,Juliana,Norte
3026,2025-06-15,SSD 1TB,Informática,3,828.56,Fernando,Nordeste
3027,2025-10-29,SSD 1TB,Informática,1,1332.5,Pedro,Centro-Oeste
3028,2025-07-14,Fone de Ouvido,Periféricos,4,1082.45,Maria,Centro-Oeste
3029,2025-05-30,SSD 1TB,Informática,4,671.18,Ana,Norte
3030,2025-02-23,Mouse Gamer,Informática,2,1245.92,Ana,Sul
3031,2025-09-24,Mouse Gamer,Informática,2,453.33,Paula,Norte
3032,2025-06-16,Teclado Mecânico,Informática,3,1287.39,João,Sul
3033,2025-11-03,Cadeira Office,Móveis,4,649.07,Maria,Nordeste
3034,2025-10-27,Mouse Gamer,Informática,1,1492.41,Paula,Sudeste
3035,2025-04-24,Teclado Mecânico,Informática,3,782.79,Carlos,Sul
3036,2025-05-04,Fone de Ouvido,Periféricos,4,294.49,Pedro,Sul
3037,2025-05-27,Teclado Mecânico,Informática,2,390.04,Paula,Sul
3038,2025-10-18,Cadeira Office,Móveis,1,454.52,Paula,Sul
3039,2025-08-08,Mesa de Escritório,Móveis,1,1044.8,Ana,Nordeste
3040,2025-07-23,Impressora,Periféricos,4,488.73,Pedro,Norte
3041,2025-10-08,Mouse Gamer,Informática,1,1194.9,Carlos,Nordeste
3042,2025-01-27,Impressora,Periféricos,3,1403.32,Pedro,Sul
3043,2025-08-15,Cadeira Office,Móveis,1,1169.07,Fernando,Sul
3044,2025-11-09,"Monitor 24""",Informática,4,1421.19,Pedro,Sudeste
3045,2025-10-30,Mouse Gamer,Informática,4,1301.77,Maria,Sul
3046,2025-11-11,"Monitor 24""",Informática,4,534.36,Juliana,Nordeste
3047,2025-02-14,Fone de Ouvido,Periféricos,3,598.54,Paula,Sudeste
3048,2025-01-25,Teclado Mecânico,Informática,1,556.93,João,Sul
3049,2025-11-26,Impressora,Periféricos,1,984.4,Juliana,Sudeste
3050,2025-04-03,Webcam Full HD,Periféricos,2,1064.56,Maria,Centro-Oeste
3051,2025-12-03,Cadeira Office,Móveis,4,321.6,Pedro,Nordeste
3052,2025-02-22,Teclado Mecânico,Informática,3,1012.45,João,Sul
3053,2025-09-01,Cadeira Office,Móveis,3,1252.47,Juliana,Sudeste
3054,2025-04-06,Roteador Wi-Fi,Informática,1,1041.49,Paula,Nordeste
3055,2025-03-28,"Monitor 24""",Informática,2,491.54,Carlos,Sudeste
3056,2025-07-23,Mouse Gamer,Informática,3,558.57,Pedro,Norte
3057,2025-12-07,Webcam Full HD,Periféricos,4,665.24,Maria,Sudeste
3058,2025-09-24,Teclado Mecânico,Informática,1,256.89,Carlos,Norte
3059,2025-12-06,Mesa de Escritório,Móveis,1,1000.04,Pedro,Nordeste
3060,2025-05-26,Webcam Full HD,Periféricos,1,680.77,Carlos,Norte
3061,2025-05-18,"Monitor 24""",Informática,1,829.74,Carlos,Sul
3062,2025-12-09,Roteador Wi-Fi,Informática,4,54.13,Juliana,Nordeste
3063,2025-09-12,Webcam Full HD,Periféricos,3,280.87,Fernando,Centro-Oeste
3064,2025-05-09,Webcam Full HD,Periféricos,4,658.37,João,Nordeste
3065,2025-03-10,Impressora,Periféricos,1,554.18,Carlos,Centro-Oeste
3066,2025-03-24,Impressora,Periféricos,4,285.82,João,Nordeste
3067,2025-02-27,Impressora,Periféricos,2,365.47,João,Sul
3068,2025-12-29,Mesa de Escritório,Móveis,1,1387.24,Carlos,Nordeste
3069,2025-11-13,Roteador Wi-Fi,Informática,4,1015.81,Paula,Sudeste
3070,2025-12-08,Fone de Ouvido,Periféricos,1,1347.8,João,Sul
3071,2025-07-01,"Monitor 24""",Informática,4,387.76,Fernando,Norte
3072,2025-09-30,Mouse Gamer,Informática,4,465.14,Fernando,Sul
3073,2025-05-21,"Monitor 24""",Informática,2,1414.24,Paula,Sudeste
3074,2025-03-20,Mouse Gamer,Informática,2,578.72,João,Sudeste
3075,2025-06-19,"Monitor 24""",Informática,1,923.92,Ana,Sul
3076,2025-03-10,Roteador Wi-Fi,Informática,4,341.97,Paula,Sudeste
3077,2025-03-18,Mouse Gamer,Informática,4,382.84,Fernando,Centro-Oeste
3078,2025-12-08,Fone de Ouvido,Periféricos,4,926.84,Paula,Norte
3079,2025-12-03,Impressora,Periféricos,3,131.63,Fernando,Nordeste
3080,2025-09-11,Teclado Mecânico,Informática,3,1151.53,Ana,Sudeste
3081,2025-09-30,Cadeira Office,Móveis,2,1362.36,Juliana,Sudeste
3082,2025-01-09,Cadeira Office,Móveis,1,563.08,Pedro,Norte
3083,2025-07-27,SSD 1TB,Informática,1,989.9,Ana,Centro-Oeste
3084,2025-06-07,Impressora,Periféricos,1,727.85,Carlos,Centro-Oeste
3085,2025-01-20,Roteador Wi-Fi,Informática,3,77.44,Carlos,Norte
3086,2025-11-24,Roteador Wi-Fi,Informática,3,526.76,Ana,Sudeste
3087,2025-08-05,Teclado Mecânico,Informática,2,1153.32,Ana,Sul
3088,2025-03-05,"Monitor 24""",Informática,1,603.25,Paula,Norte
3089,2025-05-17,Roteador Wi-Fi,Informática,1,151.81,Juliana,Centro-Oeste
3090,2025-07-17,Fone de Ouvido,Periféricos,2,181.44,Juliana,Norte
3091,2025-12-27,Teclado Mecânico,Informática,3,150.97,Pedro,Sudeste
3092,2025-01-26,Mouse Gamer,Informática,1,399.42,João,Centro-Oeste
3093,2025-03-04,Fone de Ouvido,Periféricos,1,716.28,Ana,Sul
3094,2025-08-19,Mouse Gamer,Informática,3,1251.51,Fernando,Sudeste
3095,2025-03-14,Cadeira Office,Móveis,1,932.1,Ana,Nordeste
3096,2025-08-11,Mouse Gamer,Informática,3,268.73,Carlos,Sudeste
3097,2025-04-27,Impressora,Periféricos,3,164.8,Carlos,Centro-Oeste
3098,2025-06-14,Impressora,Periféricos,3,1310.31,Carlos,Norte
3099,2025-11-09,Mouse Gamer,Informática,2,732.02,Juliana,Nordeste
3100,2025-11-16,Teclado Mecânico,Informática,1,1192.22,Pedro,Nordeste
3101,2025-10-08,SSD 1TB,Informática,3,1204.68,Fernando,Norte
3102,2025-06-28,Impressora,Periféricos,1,286.66,Maria,Centro-Oeste
3103,2025-12-07,Impressora,Periféricos,4,93.08,Pedro,Centro-Oeste
3104,2025-08-31,Cadeira Office,Móveis,1,169.52,Pedro,Centro-Oeste
3105,2025-03-07,Cadeira Office,Móveis,2,1200.69,Maria,Centro-Oeste
3106,2025-06-24,Teclado Mecânico,Informática,1,1161.25,Paula,Centro-Oeste
3107,2025-01-11,Roteador Wi-Fi,Informática,3,848.58,Pedro,Nordeste
3108,2025-03-08,Roteador Wi-Fi,Informática,2,314.18,Pedro,Norte
3109,2025-02-24,Fone de Ouvido,Periféricos,1,1391.13,Maria,Centro-Oeste
3110,2025-02-20,SSD 1TB,Informática,4,1340.14,Juliana,Norte
3111,2025-07-11,Fone de Ouvido,Periféricos,1,966.8,Juliana,Norte
3112,2025-01-25,SSD 1TB,Informática,3,155.05,Paula,Centro-Oeste
3113,2025-08-08,"Monitor 24""",Informática,2,301.19,Fernando,Centro-Oeste
3114,2025-05-28,Mesa de Escritório,Móveis,1,821.05,Pedro,Centro-Oeste
3115,2025-12-15,Roteador Wi-Fi,Informática,2,762.25,Fernando,Norte
3116,2025-08-25,SSD 1TB,Informática,1,825.79,Pedro,Sul
3117,2025-10-13,Webcam Full HD,Periféricos,1,406.78,Juliana,Sudeste
3118,2025-06-16,Teclado Mecânico,Informática,3,438.77,João,Centro-Oeste
3119,2025-06-15,Webcam Full HD,Periféricos,4,514.18,Fernando,Sul
3120,2025-05-05,Fone de Ouvido,Periféricos,4,1364.22,Carlos,Centro-Oeste
3121,2025-02-15,Mesa de Escritório,Móveis,4,265.1,Paula,Sudeste
3122,2025-02-26,Webcam Full HD,Periféricos,3,163.71,Juliana,Norte
3123,2025-06-21,Mesa de Escritório,Móveis,4,1013.8,Fernando,Centro-Oeste
3124,2025-03-17,Fone de Ouvido,Periféricos,2,647.05,Juliana,Nordeste
3125,2025-06-17,Fone de Ouvido,Periféricos,2,149.56,Maria,Sul
3126,2025-06-02,Fone de Ouvido,Periféricos,4,85.77,Ana,Sudeste
3127,2025-07-09,Roteador Wi-Fi,Informática,4,1119.71,Pedro,Nordeste
3128,2025-07-12,Cadeira Office,Móveis,3,569.16,Maria,Sul
3129,2025-10-18,Cadeira Office,Móveis,4,1265.22,João,Nordeste
3130,2025-09-10,Roteador Wi-Fi,Informática,4,1447.67,Pedro,Nordeste
3131,2025-04-03,Webcam Full HD,Periféricos,3,211.65,Juliana,Sudeste
3132,2025-10-07,Impressora,Periféricos,1,240.33,Carlos,Nordeste
3133,2025-09-12,Teclado Mecânico,Informática,1,1041.32,Ana,Sudeste
3134,2025-11-22,Mesa de Escritório,Móveis,4,534.46,Maria,Norte
3135,2025-09-27,Cadeira Office,Móveis,2,1219.78,Maria,Sul
3136,2025-09-08,Impressora,Periféricos,4,244.48,Juliana,Sudeste
3137,2025-12-06,Fone de Ouvido,Periféricos,4,534.19,Pedro,Nordeste
3138,2025-04-08,"Monitor 24""",Informática,3,273.52,Carlos,Sudeste
3139,2025-04-27,Impressora,Periféricos,4,1288.98,Carlos,Nordeste
3140,2025-10-07,Impressora,Periféricos,2,412.16,Carlos,Sudeste
3141,2025-02-08,SSD 1TB,Informática,3,433.56,Juliana,Sudeste
3142,2025-06-23,"Monitor 24""",Informática,2,880.08,João,Sudeste
3143,2025-10-11,Teclado Mecânico,Informática,2,245.84,Paula,Nordeste
3144,2025-11-20,Mesa de Escritório,Móveis,4,1351.22,Juliana,Norte
3145,2025-04-15,Mesa de Escritório,Móveis,2,1437.5,Maria,Sudeste
3146,2025-01-17,SSD 1TB,Informática,4,1391.85,Carlos,Nordeste
3147,2025-07-09,Mouse Gamer,Informática,4,1062.74,Paula,Centro-Oeste
3148,2025-11-16,Mouse Gamer,Informática,1,896.28,Carlos,Sul
3149,2025-10-28,Teclado Mecânico,Informática,3,907.65,Pedro,Sudeste
3150,2025-09-22,Roteador Wi-Fi,Informática,4,553.8,Carlos,Centro-Oeste
3151,2025-01-31,Cadeira Office,Móveis,2,508.33,Fernando,Centro-Oeste
3152,2025-03-21,"Monitor 24""",Informática,4,109.55,Ana,Sudeste
3153,2025-09-10,Mesa de Escritório,Móveis,4,649.11,Juliana,Norte
3154,2025-11-18,SSD 1TB,Informática,4,82.03,João,Nordeste
3155,2025-04-18,Webcam Full HD,Periféricos,3,1109.74,Paula,Sudeste
3156,2025-06-15,Mouse Gamer,Informática,3,512.72,Ana,Sul
3157,2025-05-13,Impressora,Periféricos,3,319.85,Paula,Nordeste
3158,2025-12-31,Mouse Gamer,Informática,2,1133.13,Carlos,Sul
3159,2025-10-05,Mouse Gamer,Informática,1,1417.18,Paula,Centro-Oeste
3160,2025-07-16,SSD 1TB,Informática,3,348.56,Paula,Norte
3161,2025-06-09,Impressora,Periféricos,2,428.44,Fernando,Sul
3162,2025-02-28,SSD 1TB,Informática,2,990.04,Juliana,Centro-Oeste
3163,2025-08-12,Roteador Wi-Fi,Informática,2,969.16,Paula,Sudeste
3164,2025-06-05,Roteador Wi-Fi,Informática,4,1214.03,Paula,Nordeste
3165,2025-11-11,Teclado Mecânico,Informática,4,605.82,Juliana,Centro-Oeste
3166,2025-07-06,"Monitor 24""",Informática,1,821.6,Juliana,Sul
3167,2025-02-12,SSD 1TB,Informática,1,846.96,Maria,Sul
3168,2025-07-27,Webcam Full HD,Periféricos,2,292.26,Fernando,Sudeste
3169,2025-07-04,Webcam Full HD,Periféricos,3,803.13,João,Centro-Oeste
3170,2025-08-14,"Monitor 24""",Informática,4,606.77,Juliana,Sul
3171,2025-06-26,Impressora,Periféricos,2,291.01,Ana,Sul
3172,2025-01-23,Impressora,Periféricos,1,223.21,Pedro,Sudeste
